Номер подзаписи;№ бюллетеня;Вопрос;Голос;ФИО члена НК;Номер пункта/подпункта;Тип вопроса;Неголосующий;Дата
19;16;Включить в состав Наградного комитета: Баулина Олега Александровича – ректора Уфимского государственного нефтяного технического университета.;З;Крюков Валерий Анатольевич;1.100000023841858;УЧРЕЖДЕНИЕ НАГРАД;False;
20;16;Включить в состав Наградного комитета: Баулина Олега Александровича – ректора Уфимского государственного нефтяного технического университета.;З;Курочкин Дмитрий Николаевич;1.100000023841858;УЧРЕЖДЕНИЕ НАГРАД;False;
21;16;Включить в состав Наградного комитета: Баулина Олега Александровича – ректора Уфимского государственного нефтяного технического университета.;-;Агеев Шамиль Рахимович;1.100000023841858;УЧРЕЖДЕНИЕ НАГРАД;False;
22;16;Включить в состав Наградного комитета: Баулина Олега Александровича – ректора Уфимского государственного нефтяного технического университета.;-;Корчагин Александр Викторович;1.100000023841858;УЧРЕЖДЕНИЕ НАГРАД;False;
23;16;Включить в состав Наградного комитета: Баулина Олега Александровича – ректора Уфимского государственного нефтяного технического университета.;НГ;Ковальчук Владимир Николаевич;1.100000023841858;УЧРЕЖДЕНИЕ НАГРАД;True;
24;16;Включить в состав Наградного комитета: Баулина Олега Александровича – ректора Уфимского государственного нефтяного технического университета.;З;Важенин Юрий Иванович;1.100000023841858;УЧРЕЖДЕНИЕ НАГРАД;False;
25;16;Включить в состав Наградного комитета: Баулина Олега Александровича – ректора Уфимского государственного нефтяного технического университета.;З;Молодцов Кирилл Валентинович;1.100000023841858;УЧРЕЖДЕНИЕ НАГРАД;False;
5;16;"Наградить медалью Грайфера II степени АУ ""Югорский научно-исследовательский институт информационных технологий""";З;Максимов Антон Львович;6.599999904632568;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
6;16;"Наградить медалью Грайфера II степени АУ ""Югорский научно-исследовательский институт информационных технологий""";НГ;Кантюков Рафкат Абдулхаевич;6.599999904632568;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
7;16;"Наградить медалью Грайфера II степени АУ ""Югорский научно-исследовательский институт информационных технологий""";З;Забозлаев Алексей Геннадьевич;6.599999904632568;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
8;16;"Наградить медалью Грайфера II степени АУ ""Югорский научно-исследовательский институт информационных технологий""";З;Бакиев Эдуард Мунирович;6.599999904632568;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
9;16;"Наградить медалью Грайфера II степени АУ ""Югорский научно-исследовательский институт информационных технологий""";-;Мамин Виктор Викторович;6.599999904632568;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
10;16;"Наградить медалью Грайфера II степени АУ ""Югорский научно-исследовательский институт информационных технологий""";-;Шамин Андрей Юрьевич;6.599999904632568;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
11;16;"Наградить медалью Грайфера II степени АУ ""Югорский научно-исследовательский институт информационных технологий""";З;Слепнёв Николай Сергеевич;6.599999904632568;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
12;16;"Наградить медалью Грайфера II степени АУ ""Югорский научно-исследовательский институт информационных технологий""";-;Федоров Юрий Викторович;6.599999904632568;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
13;16;"Наградить медалью Грайфера II степени АУ ""Югорский научно-исследовательский институт информационных технологий""";-;Богуславский Ирек Борисович;6.599999904632568;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
14;16;"Наградить медалью Грайфера II степени АУ ""Югорский научно-исследовательский институт информационных технологий""";НГ;Метшин Айдар Раисович;6.599999904632568;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;True;
15;16;"Наградить медалью Грайфера II степени АУ ""Югорский научно-исследовательский институт информационных технологий""";НГ;Сорокин Павел Юрьевич;6.599999904632568;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;True;
16;16;"Наградить медалью Грайфера II степени АУ ""Югорский научно-исследовательский институт информационных технологий""";-;Иванов Михаил Игоревич;6.599999904632568;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
